Rank,Player,Tm,Tot Pts,Avg Pts,G,GS,Rec,Tar,Rec Yds,Rec Avg,Rec TD,Run Att,Run Yds,Run TD,Pass TD,Off Yds,Tot Tchs,Tot TD,2pt,FumL,year
139,"Onobun, Fendi",JAX,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011
140,"Brockel, Richie",CAR,0,0,9,0,2,2,9,4.5,0,2,5,0,0,14,4,0,0,0,2011
141,"Williams, D.J.",GB,0,0,12,0,2,4,13,6.5,0,0,0,0,0,13,2,0,0,0,2011
142,"Gordon, Richard",OAK,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
143,"Schlauderaff, Caleb",NYJ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
144,"Franklin, Collin",TB,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2011
145,"Reisner, Allen",MIN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
146,"Schlauderaff, Caleb",NYJ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
147,"Brock, Kevin",BUF,0,0,1,0,1,1,6,6,0,0,0,0,0,6,1,0,0,0,2011
148,"Kelly, Reggie",ATL,0,0,16,2,1,2,7,7,0,0,0,0,0,7,1,0,0,0,2011
149,"Andrews, Stacy",NYG,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
150,"Spach, Stephen",STL,0,0,10,1,2,3,2,1,0,0,0,0,0,2,2,0,0,0,2011
1,"Graham, Jimmy",NO,144,9.6,15,9,85,135,982,11.6,9,0,0,0,0,982,85,9,0,0,2012
2,"Gronkowski, Rob",NE,141,12.8,11,11,55,79,790,14.4,11,0,0,0,0,790,55,11,0,1,2012
3,"Gonzalez, Tony",ATL,135,8.4,16,16,93,124,930,10,8,0,0,0,0,930,93,8,0,0,2012
4,"Miller, Heath",PIT,125,8.3,15,15,71,101,816,11.5,8,0,0,0,0,816,71,8,1,0,2012
5,"Witten, Jason",DAL,115,7.2,16,16,110,147,1039,9.4,3,0,0,0,0,1039,110,3,0,0,2012
6,"Olsen, Greg",CAR,107,6.7,16,16,69,104,843,12.2,5,0,0,0,0,843,69,5,0,0,2012
7,"Pitta, Dennis",BAL,103,6.4,16,5,61,94,669,11,7,0,0,0,0,669,61,7,0,0,2012
8,"Daniels, Owen",HOU,100,6.7,15,14,62,104,716,11.5,6,0,0,0,0,716,62,6,0,0,2012
9,"Rudolph, Kyle",MIN,99,6.2,16,16,53,93,493,9.3,9,0,0,0,0,493,53,9,1,0,2012
10,"Myers, Brandon",OAK,97,6.1,16,16,79,105,806,10.2,4,0,0,0,0,806,79,4,0,0,2012
11,"Gresham, Jermaine",CIN,96,6,16,15,64,94,737,11.5,5,0,0,0,0,737,64,5,0,1,2012
12,"Gates, Antonio",SD,89,5.9,15,15,49,80,538,11,7,0,0,0,0,538,49,7,0,0,2012
13,"Chandler, Scott",BUF,88,5.9,15,13,43,74,571,13.3,6,0,0,0,0,571,43,6,0,1,2012
14,"Bennett, Martellus",NYG,86,5.4,16,16,55,90,626,11.4,5,0,0,0,0,626,55,5,0,0,2012
15,"Davis, Vernon",SF,79,4.9,16,16,41,61,548,13.4,5,0,0,0,0,548,41,5,0,0,2012
16,"Finley, Jermichael",GB,74,4.6,16,14,61,86,667,10.9,2,0,0,0,0,667,61,2,0,1,2012
17,"Hernandez, Aaron",NE,74,7.4,10,10,51,83,483,9.5,5,1,5,0,0,488,52,5,0,0,2012
18,"Lewis, Marcedes",JAX,72,4.5,16,15,52,77,540,10.4,4,0,0,0,0,540,52,4,0,0,2012
19,"Cook, Jared",TEN,70,5.4,13,5,44,72,523,11.9,4,0,0,0,0,523,44,4,0,1,2012
20,"Pettigrew, Brandon",DET,69,4.9,14,11,59,102,567,9.6,3,0,0,0,0,567,59,3,0,2,2012
21,"Kendricks, Lance",STL,67,4.5,15,13,39,60,486,12.5,4,0,0,0,0,486,39,4,1,0,2012
22,"Celek, Brent",PHI,67,4.5,15,14,57,88,684,12,1,0,0,0,0,684,57,1,0,1,2012
23,"Clark, Dallas",TB,63,3.9,16,7,47,75,435,9.3,4,0,0,0,0,435,47,4,0,0,2012
24,"Watson, Benjamin",CLE,61,3.8,16,14,49,82,501,10.2,3,0,0,0,0,501,49,3,0,0,2012
25,"Tamme, Jacob",DEN,60,3.8,16,8,52,85,555,10.7,2,0,0,0,0,555,52,2,0,0,2012
26,"Dreessen, Joel",DEN,59,3.7,16,15,41,58,356,8.7,5,0,0,0,0,356,41,5,0,0,2012
27,"Fasano, Anthony",MIA,57,3.6,16,16,41,69,332,8.1,5,0,0,0,0,332,41,5,1,0,2012
28,"Scheffler, Tony",DET,51,3.4,15,4,42,85,504,12,1,0,0,0,0,504,42,1,0,0,2012
29,"Miller, Zach",SEA,49,3.1,16,15,38,53,396,10.4,3,0,0,0,0,396,38,3,0,1,2012
30,"Cumberland, Jeff",NYJ,48,3.4,14,11,29,52,359,12.4,3,0,0,0,0,359,29,3,0,0,2012
31,"Walker, Delanie",SF,47,2.9,16,4,21,39,344,16.4,3,0,0,0,0,344,21,3,0,1,2012
32,"Moeaki, Tony",KC,44,3.1,14,13,32,54,435,13.6,1,0,0,0,0,435,32,1,0,0,2012
